video,frame,left-x,left-y,right-x,right-y,nose-x,nose-y
137,46,211,142,171,122,177,59
137,47,205,138,176,128,178,59
137,48,198,139,179,132,177,61
137,49,198,139,179,132,180,62
137,50,198,139,179,132,180,62
137,51,198,139,179,132,178,65
137,52,197,144,182,133,178,65
137,53,197,144,182,133,178,65
137,54,197,144,182,133,178,65
137,55,197,144,179,136,178,65
137,56,197,144,179,136,178,65
137,57,197,144,179,136,179,70
137,58,195,148,179,136,179,70
137,59,195,148,179,136,179,70
137,60,195,148,179,136,179,70
137,61,195,148,177,142,179,70
137,62,194,155,179,145,179,70
137,63,194,155,179,145,179,70
137,64,197,168,176,163,179,70
137,65,198,176,178,172,179,70
137,66,199,184,177,183,179,70
137,67,199,198,169,194,179,70
137,68,201,210,170,205,179,70
137,69,206,222,169,218,179,70
137,70,206,222,169,218,179,75
136,0,149,185,166,175,158,55
136,1,149,185,166,175,158,55
136,2,149,185,166,175,158,55
136,3,149,185,166,175,158,55
136,4,149,185,166,175,158,55
136,5,149,185,166,175,158,55
136,6,149,185,166,175,158,55
136,7,149,185,166,175,158,55
136,8,149,185,161,170,158,55
136,9,149,185,164,163,158,55
136,10,149,185,166,153,158,55
136,11,149,185,162,141,158,55
136,12,149,185,158,128,158,55
136,13,149,185,157,113,158,55
136,14,147,185,151,101,158,55
136,15,146,184,152,92,158,55
136,16,146,184,148,86,158,55
136,17,146,184,148,86,156,56
136,18,146,184,150,80,156,56
136,19,146,184,150,80,156,56
136,20,146,184,149,87,156,56
136,21,146,184,149,87,156,56
136,22,146,184,147,91,156,56
136,23,146,184,147,91,156,56
136,24,146,184,147,91,156,56
136,25,146,184,156,87,156,56
136,26,146,184,162,85,156,56
136,27,146,184,162,85,155,57
136,28,146,184,168,84,155,57
136,29,146,184,168,84,155,57
136,30,146,184,168,84,155,57
136,31,146,184,168,84,155,57
136,32,146,184,168,82,152,58
136,33,146,184,168,82,152,58
136,34,146,184,168,82,152,58
136,35,146,184,168,82,152,58
136,36,146,184,168,82,152,58
136,37,146,184,168,82,152,58
136,38,146,184,168,82,152,58
136,39,146,184,168,82,152,58
136,40,146,184,168,82,152,58
136,41,146,184,168,82,152,58
136,42,146,184,168,82,152,58
136,43,146,184,164,90,152,58
136,44,146,184,164,90,152,58
136,45,146,184,164,90,152,58
136,46,146,184,158,89,152,58
136,47,146,184,152,91,152,58
136,48,146,184,152,91,152,58
136,49,146,184,152,91,154,60
136,50,146,184,152,91,154,60
136,51,146,184,151,85,154,60
136,52,146,184,151,85,154,60
136,53,146,184,151,85,154,60
136,54,146,184,148,85,154,60
136,55,146,184,148,85,154,60
136,56,146,184,148,85,157,64
136,57,146,184,148,85,157,64
136,58,146,184,148,85,157,64
136,59,146,184,147,91,157,64
136,60,146,184,147,91,157,64
136,61,146,184,147,91,157,64
136,62,146,184,147,91,157,64
136,63,146,184,147,91,157,64
136,64,146,184,148,92,157,64
136,65,146,184,148,95,157,64
136,66,146,184,150,102,157,64
136,67,146,184,153,109,157,64
136,68,146,184,156,117,157,64
136,69,146,184,157,126,157,64
136,70,146,184,163,135,157,64
136,71,146,184,164,148,157,64
136,72,146,184,167,157,157,64
136,73,146,184,166,167,158,61
136,74,146,184,165,175,158,61
136,75,146,184,165,175,158,61
136,76,146,184,165,175,158,61
136,77,146,184,165,175,158,61
136,78,146,184,165,175,158,61
136,79,146,184,165,175,158,61
136,80,146,184,165,175,158,61
136,81,146,184,165,175,158,61
136,82,146,184,165,175,158,61
136,83,146,184,165,175,158,61
136,84,146,184,165,175,159,59
201,0,181,205,158,199,177,53
201,1,183,205,158,196,176,52
201,2,183,205,158,196,176,52
201,3,183,205,159,189,176,52
201,4,183,205,162,183,176,52
201,5,183,205,163,172,176,52
201,6,183,205,166,156,176,52
201,7,183,205,166,140,175,53
201,8,183,205,165,122,175,53
201,9,183,204,162,111,175,54
201,10,183,204,159,103,175,54
201,11,183,204,158,96,175,54
201,12,181,205,155,94,175,54
201,13,183,204,154,90,175,54
201,14,183,204,157,89,175,54
201,15,183,204,158,87,174,54
201,16,183,204,158,87,174,54
201,17,183,204,158,87,174,54
201,18,183,204,158,87,174,54
201,19,183,204,157,87,173,54
201,20,183,204,164,87,173,54
201,21,183,204,167,87,172,54
201,22,182,204,173,91,169,53
201,23,182,204,173,91,167,54
201,24,182,204,177,92,168,55
201,25,182,204,177,92,168,56
201,26,182,204,177,92,168,56
201,27,182,204,177,92,168,56
201,28,184,205,177,95,168,56
201,29,182,204,176,97,169,56
201,30,182,204,171,100,170,55
201,31,182,204,169,106,170,55
201,32,182,204,164,107,171,55
201,33,182,204,161,110,172,55
201,34,182,204,158,111,172,55
201,35,183,206,158,111,173,55
201,36,182,204,158,111,173,55
201,37,182,203,162,111,174,54
201,38,181,195,162,109,174,54
201,39,183,186,166,111,173,56
201,40,181,174,166,113,173,56
201,41,185,160,166,117,171,57
201,42,186,146,173,118,170,58
201,43,186,132,172,118,170,58
201,44,191,121,165,112,170,58
201,45,192,112,159,104,170,58
201,46,196,106,150,98,169,59
201,47,201,102,151,94,167,58
201,48,201,100,156,89,165,59
201,49,201,100,160,89,165,59
201,50,196,92,163,89,165,59
201,51,194,90,163,84,165,59
201,52,197,85,158,83,165,59
201,53,200,79,152,83,165,59
201,54,205,79,147,82,166,60
201,55,209,83,138,83,166,60
201,56,212,85,134,88,167,60
201,57,218,92,131,93,167,60
201,58,225,105,128,105,167,60
201,59,226,118,131,123,167,60
201,60,225,128,125,127,167,60
201,61,225,134,125,133,167,60
201,62,221,138,126,137,167,59
201,63,219,143,125,140,167,58
201,64,216,145,128,147,167,57
201,65,211,152,131,152,167,57
201,66,205,159,136,156,167,57
201,67,198,165,141,165,167,56
201,68,190,170,147,168,167,56
201,69,184,171,151,172,167,56
201,70,182,176,154,176,168,57
201,71,184,176,153,175,168,57
199,0,151,184,174,173,160,57
199,1,151,184,173,175,160,57
199,2,151,184,173,175,160,57
199,3,151,184,173,175,160,57
199,4,149,185,173,177,160,57
199,5,152,187,173,177,160,57
199,6,152,187,173,177,160,57
199,7,152,187,173,177,160,57
199,8,152,187,173,177,160,56
199,9,152,187,173,177,160,56
199,10,152,187,173,177,160,56
199,11,152,187,171,177,160,56
199,12,152,187,172,171,160,56
199,13,152,187,169,167,160,56
199,14,152,187,168,158,160,56
199,15,152,187,168,146,160,56
199,16,152,187,166,135,160,56
199,17,152,187,161,127,160,56
199,18,152,187,159,118,160,56
199,19,152,187,161,116,160,56
199,20,152,184,161,115,161,57
199,21,154,177,160,113,161,59
199,22,157,170,159,112,162,60
199,23,161,164,161,111,163,61
199,24,160,154,156,114,163,62
199,25,160,145,155,117,162,62
199,26,162,140,153,121,162,64
199,27,162,140,153,121,163,65
199,28,162,133,153,121,162,65
199,29,162,133,153,121,162,65
199,30,163,136,153,118,162,65
199,31,161,138,153,118,163,65
199,32,162,144,155,120,163,65
199,33,155,146,156,118,163,65
199,34,149,154,158,116,162,65
199,35,149,159,158,111,162,65
199,36,147,166,158,105,162,65
199,37,144,175,156,101,161,64
199,38,145,183,156,98,160,64
199,39,145,189,156,95,160,64
199,40,145,188,156,95,160,64
199,41,145,188,156,98,160,64
199,42,144,183,156,98,160,64
199,43,144,186,156,98,160,64
199,44,144,186,156,98,160,64
199,45,145,187,156,98,160,64
199,46,145,187,156,98,160,64
199,47,145,187,155,98,158,64
199,48,145,187,155,98,160,64
199,49,145,187,155,98,160,64
199,50,145,189,155,98,160,64
199,51,145,189,155,98,160,64
199,52,145,189,155,98,160,64
199,53,145,189,155,98,160,64
199,54,145,189,155,98,160,64
199,55,145,189,155,98,160,64
199,56,145,189,155,98,160,64
199,57,145,189,155,98,160,64
199,58,145,189,155,98,160,64
199,59,145,189,155,98,160,64
199,60,145,189,155,100,160,64
199,61,145,189,154,102,160,64
199,62,145,189,154,104,160,64
199,63,144,188,155,106,160,64
199,64,144,188,157,110,160,63
199,65,144,188,159,116,160,63
199,66,144,188,161,124,160,62
199,67,144,188,163,133,160,61
199,68,144,188,165,142,160,60
199,69,144,188,169,155,160,60
199,70,144,188,169,168,160,59
199,71,144,188,170,168,160,59
198,0,207,235,170,239,174,52
198,1,207,235,170,239,174,52
198,2,207,235,170,239,174,52
198,3,207,235,165,234,174,52
198,4,207,235,167,223,174,52
198,5,207,235,168,215,174,52
198,6,207,235,170,200,174,52
198,7,207,235,171,183,174,52
198,8,207,235,171,169,174,52
198,9,207,235,169,157,174,52
198,10,207,235,171,144,174,52
198,11,207,235,171,144,174,52
198,12,207,235,171,144,174,52
198,13,207,235,171,144,174,52
198,14,207,235,167,157,174,52
198,15,202,229,158,162,174,52
198,16,198,222,153,160,174,52
198,17,197,210,153,155,174,52
198,18,191,201,153,155,174,52
198,19,187,187,159,150,174,52
198,20,186,180,168,145,174,52
198,21,188,170,172,141,174,52
198,22,184,160,179,142,174,52
198,23,181,157,178,138,174,52
198,24,181,157,178,138,174,52
198,25,187,152,178,138,174,52
198,26,187,152,170,138,173,56
198,27,187,152,170,138,173,56
198,28,189,156,179,145,173,56
198,29,189,156,179,145,173,56
198,30,190,167,180,141,173,56
198,31,184,173,185,133,173,56
198,32,190,182,180,128,173,56
198,33,190,197,176,123,173,56
198,34,193,209,172,112,173,56
198,35,198,223,168,108,170,55
198,36,205,236,164,104,170,55
198,37,208,237,162,99,170,55
198,38,208,237,162,99,170,55
198,39,208,237,162,99,170,55
198,40,208,237,162,99,170,55
198,41,208,237,162,99,170,55
198,42,208,237,162,99,170,55
198,43,208,237,162,99,170,55
198,44,208,237,162,99,170,55
198,45,208,237,162,99,170,55
198,46,208,237,162,99,170,55
198,47,208,237,162,99,170,55
198,48,208,237,165,108,170,55
198,49,208,237,169,120,170,55
198,50,208,237,170,132,170,55
198,51,208,237,174,154,170,55
198,52,208,237,169,180,171,60
198,53,208,237,166,203,171,60
198,54,208,237,167,221,171,60
198,55,208,237,168,240,172,60
198,56,208,237,168,240,172,60
198,57,208,237,168,240,174,61
198,58,208,237,168,240,174,61
198,59,208,237,168,240,174,61
198,60,208,237,168,240,174,61
198,61,208,237,168,240,174,61
198,62,208,237,168,240,174,61
198,63,208,237,168,240,174,61
198,64,208,237,168,240,174,61
198,65,208,237,168,240,174,61
198,66,208,237,168,240,174,61
198,67,208,237,168,240,174,61
198,68,208,237,168,240,175,64
84,0,149,180,175,171,160,63
84,1,149,178,177,164,160,63
84,2,149,178,173,156,163,60
84,3,149,178,173,144,160,63
84,4,150,178,168,136,161,63
84,5,156,175,163,127,161,63
84,6,159,169,156,128,161,63
84,7,166,165,157,127,161,63
84,8,172,154,155,132,161,63
84,9,177,143,154,136,163,64
84,10,183,134,150,137,163,65
84,11,184,125,144,141,163,65
84,12,178,121,142,132,163,67
84,13,174,124,142,125,163,67
84,14,166,131,146,116,163,67
84,15,163,132,144,107,163,67
84,16,165,136,141,100,162,67
84,17,162,139,130,90,161,67
84,18,162,146,128,86,161,67
84,19,157,148,116,84,161,67
84,20,157,150,111,82,160,67
84,21,157,154,116,81,157,65
84,22,160,153,121,82,158,65
84,23,160,153,124,84,158,65
84,24,160,153,120,83,157,63
84,25,160,153,123,83,157,63
84,26,162,147,123,83,159,64
84,27,162,147,123,88,160,65
84,28,166,141,129,90,162,65
84,29,169,131,134,88,162,65
84,30,172,127,136,89,162,65
84,31,179,121,137,91,163,65
84,32,181,118,143,102,163,65
84,33,181,115,150,111,164,65
84,34,170,114,162,115,164,65
84,35,168,114,162,115,164,65
84,36,168,114,158,115,164,65
84,37,168,115,157,115,164,65
84,38,173,115,155,115,164,63
84,39,176,116,151,115,164,65
84,40,177,117,153,115,164,64
84,41,174,117,156,117,164,65
84,42,170,119,158,118,164,65
84,43,170,122,157,119,164,65
84,44,173,118,155,118,164,65
84,45,176,118,151,118,164,65
84,46,178,118,149,121,166,64
84,47,180,120,147,121,165,64
84,48,181,125,146,121,165,65
84,49,181,130,142,121,165,65
84,50,183,137,142,123,165,65
84,51,182,141,142,124,165,65
84,52,179,152,144,132,165,65
84,53,177,156,149,140,165,65
84,54,174,161,151,143,165,65
84,55,166,167,154,148,165,65
84,56,161,173,159,156,165,65
84,57,156,180,163,164,165,65
84,58,150,184,165,170,165,65
84,59,150,184,165,176,165,65
84,60,150,184,165,176,165,65
84,61,150,184,165,176,165,65
84,62,150,184,167,175,165,65
84,63,149,184,167,175,165,65
84,64,149,184,167,175,165,65
147,0,155,183,165,169,163,60
147,1,155,183,165,169,163,60
147,2,155,183,161,161,163,60
147,3,155,183,157,150,163,60
147,4,155,183,158,143,163,60
147,5,155,183,154,132,159,59
147,6,149,182,148,128,159,59
147,7,149,182,145,117,159,59
147,8,149,182,145,109,159,59
147,9,149,182,146,105,159,59
147,10,149,182,144,103,159,59
147,11,149,182,143,98,159,59
147,12,149,182,146,95,159,59
147,13,149,182,149,92,158,54
147,14,149,182,149,92,158,54
147,15,149,182,149,92,158,54
147,16,149,182,158,88,158,54
147,17,149,182,164,88,158,54
147,18,149,182,170,85,158,54
147,19,149,182,170,85,158,54
147,20,149,182,170,85,158,54
147,21,149,182,177,83,158,54
147,22,149,182,177,83,158,54
147,23,149,182,176,76,158,54
147,24,149,182,176,76,158,54
147,25,149,182,176,76,158,54
147,26,149,182,176,76,158,54
147,27,149,182,180,80,158,54
147,28,149,182,180,80,158,54
147,29,149,182,180,80,158,54
147,30,149,182,172,83,158,54
147,31,149,182,163,82,158,54
147,32,149,182,163,79,161,55
147,33,149,182,158,74,161,55
147,34,149,182,154,77,165,56
147,35,149,182,154,77,166,57
147,36,149,182,155,74,165,56
147,37,149,182,151,76,167,56
147,38,149,182,147,72,166,56
147,39,149,182,139,70,167,55
147,40,149,182,139,70,167,55
147,41,149,182,139,70,167,55
147,42,149,182,139,70,167,55
147,43,149,182,139,70,167,55
147,44,149,182,139,70,167,55
147,45,149,182,139,70,167,55
147,46,149,182,139,70,167,55
147,47,149,182,139,70,167,55
147,48,149,182,141,77,165,56
147,49,149,182,146,81,162,55
147,50,149,182,148,86,162,55
147,51,149,182,148,86,158,57
147,52,149,182,150,84,158,57
147,53,149,182,150,84,158,57
147,54,149,182,150,84,157,56
147,55,149,182,150,84,157,56
147,56,149,182,150,84,155,59
147,57,149,182,150,84,155,59
147,58,149,182,150,84,155,59
147,59,149,182,150,84,155,59
147,60,149,182,150,84,155,59
147,61,149,182,149,93,155,58
147,62,149,182,149,93,155,58
147,63,149,182,149,93,155,58
147,64,149,182,149,93,155,58
147,65,149,182,149,93,155,58
147,66,149,182,149,93,155,58
147,67,149,182,149,93,155,58
147,68,149,182,149,93,155,58
147,69,149,182,149,93,155,58
147,70,149,182,149,93,155,58
147,71,149,182,149,93,155,58
147,72,149,182,150,87,155,58
147,73,149,182,150,87,155,58
147,74,149,182,150,87,155,58
147,75,149,182,150,87,155,58
147,76,149,182,150,87,155,61
147,77,149,182,150,87,155,61
147,78,149,182,149,93,155,61
147,79,149,182,149,93,155,61
147,80,149,182,149,98,155,61
147,81,149,182,151,102,155,61
147,82,149,182,155,107,155,61
147,83,149,182,158,111,155,61
147,84,149,182,162,118,158,62
147,85,149,182,165,129,158,62
147,86,149,182,168,142,158,62
147,87,149,182,171,154,158,62
147,88,149,182,173,168,158,62
147,89,149,182,175,176,158,62
147,90,149,182,175,176,158,62
147,91,149,182,175,176,158,62
147,92,149,182,175,176,158,62
147,93,149,182,175,176,158,62
147,94,149,182,175,176,158,62
195,0,182,207,156,199,169,54
195,1,182,207,156,199,169,54
195,2,182,207,156,199,169,54
195,3,182,207,156,199,169,54
195,4,182,207,163,190,169,54
195,5,182,207,162,184,169,54
195,6,182,207,160,170,169,54
195,7,182,207,161,153,169,54
195,8,182,207,156,140,169,54
195,9,182,207,152,127,169,54
195,10,182,207,149,114,169,54
195,11,182,207,147,105,169,54
195,12,182,207,142,103,169,54
195,13,182,207,140,96,169,54
195,14,182,207,140,96,169,54
195,15,182,207,140,96,169,54
195,16,182,200,143,90,169,54
195,17,182,200,143,90,169,54
195,18,185,190,148,86,165,55
195,19,186,181,148,86,165,55
195,20,186,168,146,81,165,55
195,21,189,157,146,81,165,55
195,22,193,142,146,81,167,56
195,23,196,133,142,80,168,61
195,24,197,122,142,80,166,61
195,25,200,119,142,80,168,60
195,26,203,125,142,80,167,61
195,27,204,136,143,86,167,61
195,28,205,155,145,92,166,64
195,29,203,163,145,92,163,66
195,30,203,171,149,98,163,66
195,31,198,172,149,98,163,66
195,32,193,175,149,98,163,66
195,33,193,175,151,110,164,72
195,34,187,180,151,110,164,72
195,35,185,184,153,117,163,77
195,36,181,188,154,120,163,77
195,37,181,188,163,115,163,77
195,38,180,199,163,115,163,77
195,39,180,199,163,115,163,82
195,40,180,199,163,115,163,82
195,41,180,199,163,115,163,82
195,42,180,199,163,115,163,82
195,43,180,199,163,115,163,82
195,44,182,205,163,115,163,82
195,45,182,205,163,115,163,82
195,46,182,205,162,118,162,77
195,47,182,205,166,124,162,74
195,48,182,205,164,131,163,69
195,49,182,205,165,138,163,64
195,50,182,205,165,146,162,62
195,51,182,205,167,155,164,58
195,52,182,205,161,164,165,55
195,53,182,205,156,166,165,55
195,54,182,205,152,166,165,55
195,55,184,199,148,156,167,53
195,56,181,191,145,145,167,53
195,57,183,178,142,131,167,53
195,58,182,163,138,110,167,53
195,59,180,151,135,98,167,53
195,60,181,135,136,83,167,53
195,61,181,135,137,77,167,53
195,62,175,128,139,75,167,53
195,63,169,131,137,69,167,53
195,64,164,141,137,69,167,53
195,65,159,148,132,65,167,53
195,66,158,159,129,69,167,53
195,67,158,165,129,69,166,55
195,68,160,168,131,71,165,57
195,69,161,173,131,71,165,57
195,70,158,178,131,71,160,57
195,71,158,178,137,74,160,57
195,72,164,185,137,74,160,57
195,73,169,187,134,75,160,57
195,74,176,188,131,74,160,57
195,75,179,193,126,76,160,57
195,76,179,193,123,79,160,57
195,77,179,193,118,90,160,57
195,78,182,197,123,99,162,59
195,79,182,197,122,108,164,57
195,80,182,197,129,124,164,57
195,81,182,197,135,140,164,57
195,82,182,197,146,153,164,57
195,83,182,197,150,172,165,56
195,84,182,197,158,180,165,56
195,85,182,197,162,190,169,57
195,86,182,197,163,200,169,57
195,87,182,197,163,200,169,57
195,88,184,205,163,200,169,57
195,89,184,205,163,200,169,57
195,90,184,205,163,200,169,57
194,0,141,191,158,91,168,55
194,1,141,191,155,90,168,55
194,2,141,191,155,90,168,55
194,3,141,191,155,90,168,55
194,4,141,191,159,90,168,55
194,5,141,191,159,90,168,55
194,6,144,183,159,90,168,55
194,7,144,182,159,90,168,55
194,8,144,182,159,90,168,55
194,9,148,184,157,94,168,55
194,10,148,184,157,94,168,55
194,11,148,184,157,94,168,55
194,12,148,184,154,92,168,55
194,13,148,184,154,92,168,55
194,14,148,184,154,92,168,55
194,15,148,184,149,89,168,55
194,16,148,184,149,89,168,55
194,17,148,184,145,89,168,55
194,18,156,171,145,89,168,55
194,19,160,159,145,87,168,55
194,20,174,143,140,86,168,55
194,21,188,134,141,90,168,55
194,22,195,133,141,96,168,55
194,23,201,139,144,108,167,58
194,24,206,143,145,117,167,58
194,25,206,143,145,117,167,58
194,26,206,143,144,111,167,58
194,27,206,143,139,105,165,56
194,28,202,141,139,98,164,57
194,29,199,143,139,98,164,55
194,30,192,146,147,88,164,55
194,31,185,146,156,82,164,55
194,32,182,148,162,81,164,55
194,33,179,147,162,81,164,55
194,34,180,139,162,81,164,55
194,35,187,132,155,79,164,55
194,36,194,128,151,80,164,55
194,37,200,124,149,87,165,58
194,38,205,124,149,92,165,58
194,39,210,128,147,98,165,58
194,40,215,135,145,109,165,58
194,41,219,148,144,128,165,58
194,42,222,153,140,134,166,57
194,43,222,153,140,142,166,55
194,44,222,153,140,142,166,55
194,45,212,155,140,146,166,55
194,46,205,154,140,146,166,55
194,47,198,156,140,146,166,55
194,48,186,158,143,147,166,55
194,49,180,163,146,147,166,55
194,50,171,166,155,148,166,55
194,51,160,172,155,148,166,55
194,52,152,179,165,149,166,57
194,53,145,188,175,155,166,57
194,54,145,188,177,162,166,57
194,55,145,188,182,168,166,57
194,56,145,188,189,173,166,57
194,57,145,188,189,173,166,57
194,58,145,188,189,173,166,57
194,59,145,188,189,173,166,57
194,60,145,188,189,173,166,57
194,61,145,188,189,173,166,57
194,62,145,188,189,173,166,57
194,63,145,188,189,173,166,57
194,64,145,188,189,173,166,57
194,65,145,188,189,173,166,57
194,66,145,188,189,173,166,57
194,67,145,188,189,173,166,57
194,68,145,188,189,173,166,57
194,69,145,188,189,173,166,57
194,70,145,188,189,173,166,57
194,71,145,188,189,173,166,57
194,72,145,188,189,173,166,57
194,73,145,188,189,173,166,57
194,74,145,188,189,173,166,57
194,75,145,188,189,173,166,57
194,76,145,188,189,173,166,57
194,77,145,188,189,173,166,57
194,78,145,188,189,173,166,57
194,79,145,188,189,173,166,57
194,80,145,188,189,173,166,57
194,81,145,188,189,173,166,57
194,82,145,188,189,173,166,57
194,83,145,188,189,173,166,57
194,84,145,188,189,173,166,57
194,85,145,188,189,173,166,57
194,86,145,188,189,173,166,57
194,87,145,188,189,173,166,57
194,88,145,188,189,173,166,57
194,89,145,188,189,173,166,57
194,90,145,188,189,173,166,57
194,91,145,188,189,173,166,57
194,92,145,188,189,173,166,57
194,93,145,188,189,173,166,57
194,94,145,188,189,173,166,57
194,95,145,188,189,173,166,57
194,96,145,188,189,173,166,57
194,97,145,188,189,173,166,57
194,98,145,188,189,173,166,57
194,99,145,188,189,173,166,57
194,100,145,188,189,173,166,57
197,0,207,238,163,237,172,57
197,1,207,238,163,237,172,57
197,2,207,238,163,237,174,57
197,3,207,238,163,237,174,57
197,4,207,238,163,237,174,57
197,5,207,238,163,237,174,57
197,6,207,238,163,229,174,57
197,7,207,238,164,222,174,57
197,8,207,238,161,203,174,57
197,9,207,238,159,182,174,57
197,10,207,238,153,166,174,57
197,11,207,238,150,154,174,57
197,12,207,238,148,144,174,57
197,13,207,238,146,135,174,57
197,14,207,238,146,135,174,57
197,15,207,238,146,135,174,57
197,16,207,238,146,128,174,57
197,17,207,238,146,128,174,57
197,18,211,224,149,129,176,57
197,19,210,211,159,134,178,55
197,20,215,196,163,149,178,55
197,21,206,183,172,156,178,55
197,22,199,172,175,159,178,55
197,23,193,166,178,155,178,55
197,24,189,168,176,139,178,55
197,25,189,167,172,126,178,55
197,26,186,173,171,117,178,55
197,27,181,174,168,111,178,55
197,28,185,176,165,104,178,55
197,29,184,178,164,99,178,55
197,30,184,178,162,91,176,56
197,31,187,177,158,87,176,56
197,32,187,177,153,83,176,56
197,33,189,179,153,83,176,56
197,34,195,170,153,83,176,56
197,35,195,170,148,86,176,56
197,36,210,164,143,92,176,56
197,37,223,164,133,102,177,54
197,38,232,166,134,110,177,54
197,39,233,165,136,123,177,54
197,40,233,165,133,129,177,54
197,41,231,170,134,139,177,54
197,42,231,170,133,141,177,54
197,43,236,168,132,146,174,54
197,44,236,168,131,149,174,54
197,45,236,168,131,149,174,54
197,46,236,168,133,154,174,54
197,47,236,168,133,154,174,54
197,48,230,177,138,164,174,54
197,49,225,179,141,174,174,54
197,50,220,192,146,187,174,54
197,51,212,200,150,200,174,54
197,52,200,215,161,211,172,56
197,53,198,227,165,226,172,56
197,54,195,235,167,236,173,59
197,55,196,238,165,241,173,59
197,56,196,238,165,241,173,59
197,57,196,238,165,241,173,59
197,58,196,238,165,241,174,61
197,59,196,238,165,241,174,61
196,0,201,238,160,239,173,64
196,1,201,238,160,239,173,64
196,2,201,238,160,239,173,64
196,3,201,238,160,239,173,64
196,4,201,238,160,239,173,64
196,5,201,238,160,239,173,64
196,6,201,238,160,239,174,62
196,7,201,238,160,239,174,62
196,8,201,238,160,239,174,62
196,9,201,238,160,239,174,62
196,10,201,238,160,239,176,61
196,11,201,238,160,239,176,61
196,12,201,238,160,239,176,61
196,13,201,238,160,239,176,61
196,14,201,238,160,239,176,61
196,15,201,238,158,236,176,61
196,16,201,238,160,228,176,61
196,17,201,238,164,211,176,61
196,18,201,238,164,195,176,61
196,19,201,238,160,176,176,61
196,20,201,238,154,158,176,61
196,21,201,238,151,152,176,61
196,22,201,238,147,145,176,61
196,23,201,238,136,143,176,61
196,24,204,225,137,136,176,61
196,25,200,212,145,135,176,61
196,26,201,195,145,135,176,61
196,27,198,178,153,137,176,61
196,28,200,166,160,138,176,61
196,29,201,158,160,137,177,62
196,30,201,147,164,144,177,62
196,31,197,148,164,144,177,64
196,32,193,147,168,143,177,64
196,33,193,147,168,143,177,64
196,34,198,155,168,143,177,64
196,35,194,169,168,143,177,64
196,36,192,179,171,137,176,64
196,37,195,202,176,131,174,63
196,38,197,214,180,121,174,63
196,39,201,227,183,119,172,62
196,40,204,238,193,120,172,62
196,41,204,238,197,123,171,62
196,42,204,238,201,124,171,62
196,43,204,238,201,124,171,62
196,44,204,238,200,120,171,62
196,45,204,238,200,120,171,62
196,46,204,238,200,120,171,62
196,47,204,238,205,119,170,62
196,48,204,238,210,118,170,62
196,49,204,238,209,119,170,62
196,50,204,238,205,120,170,62
196,51,204,238,205,120,170,62
196,52,204,238,205,120,170,62
196,53,204,238,206,132,170,62
196,54,204,238,204,147,170,62
196,55,204,238,199,160,170,62
196,56,204,238,195,178,173,62
196,57,204,238,185,199,174,65
196,58,204,238,172,211,176,66
196,59,204,238,168,227,176,66
196,60,204,238,168,227,176,66
191,0,254,194,180,109,169,63
191,1,244,204,178,110,169,63
191,2,232,219,172,109,169,63
191,3,225,227,169,108,169,63
191,4,218,233,169,108,169,63
191,5,214,239,165,108,169,63
191,6,214,239,162,106,169,63
191,7,209,239,162,106,169,63
191,8,209,239,159,104,171,62
191,9,209,239,157,100,171,61
191,10,209,239,151,99,173,63
191,11,209,239,152,92,173,63
191,12,209,239,152,92,173,63
191,13,209,239,157,92,173,63
191,14,209,239,173,91,173,63
191,15,209,239,185,95,173,63
191,16,209,239,190,95,171,66
191,17,209,239,199,96,171,66
191,18,209,239,204,97,169,66
191,19,209,239,214,103,166,66
191,20,209,239,214,103,166,66
191,21,209,239,215,107,165,67
191,22,209,239,208,110,165,67
191,23,209,239,202,109,165,67
191,24,209,239,196,107,165,67
191,25,209,239,186,104,167,66
191,26,209,239,179,99,167,66
191,27,209,239,173,99,169,65
191,28,209,239,168,94,170,65
191,29,209,239,166,92,173,64
191,30,209,239,162,90,173,64
191,31,209,239,162,90,173,64
191,32,210,234,162,90,173,64
191,33,214,225,162,90,173,64
191,34,220,216,162,90,173,64
191,35,230,204,169,92,173,64
191,36,242,191,175,92,173,64
191,37,251,182,188,93,173,64
191,38,261,172,193,96,170,65
191,39,269,163,201,105,170,65
191,40,278,157,206,110,168,65
191,41,283,153,212,115,166,67
191,42,285,153,217,117,166,67
191,43,280,150,217,117,166,67
191,44,269,149,213,120,166,67
191,45,260,149,205,120,166,67
191,46,249,150,198,123,169,67
191,47,236,152,189,125,169,67
191,48,228,153,179,127,169,67
191,49,222,162,174,132,172,67
191,50,216,168,169,136,172,67
191,51,210,177,166,148,174,66
191,52,215,186,156,162,174,66
191,53,213,196,155,178,174,66
191,54,210,208,153,193,176,68
191,55,207,215,154,207,176,68
191,56,206,225,157,225,176,68
191,57,199,237,166,236,177,71
191,58,198,239,162,239,178,74
191,59,198,239,162,239,178,74
191,60,198,239,162,239,178,74
190,0,211,238,162,237,182,59
190,1,211,238,162,231,182,59
190,2,211,238,161,219,180,59
190,3,211,238,156,201,179,58
190,4,211,238,156,177,178,58
190,5,211,238,153,155,176,58
190,6,211,238,150,139,174,59
190,7,211,238,150,121,173,59
190,8,211,238,149,109,172,60
190,9,211,238,148,101,170,61
190,10,211,238,143,93,168,62
190,11,211,238,135,88,168,62
190,12,211,238,124,86,170,63
190,13,211,238,112,87,170,63
190,14,211,238,99,90,172,63
190,15,211,238,99,90,172,63
